Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,
73969.66467,6.446537103,8.216773467,6,39663.85423,1634945.808,
62857.07813,5.060886422,5.861576421,4.17,48339.9406,915992.5578,
72991.48165,3.412865926,6.49408094,2.48,50626.49543,1042373.524,
62794.96597,4.206346468,8.480848339,5.33,31162.06331,879618.3222,
71806.36195,5.725585477,6.220975939,2.45,47563.23158,1210431.684,
69584.65691,5.367761195,8.048969161,6.19,17045.80773,1059262.039,
62357.03095,6.725271357,7.126592432,5,23382.53939,972417.8089,
59716.73664,5.447704768,7.336633321,5.06,41273.00907,1242979.154,
71093.69196,5.874953196,5.871745805,3.26,37143.39873,1096846.086,
76336.06984,5.575612395,8.032757197,3.45,37258.19982,1392685.285,
54762.0543,3.802598991,7.554406493,5.47,58460.27986,1080464.852,
61666.1515,5.77058657,6.178077704,2.35,34605.02957,821413.1935,
92280.49747,7.258627482,8.222633273,4.31,38004.14521,2237778.026,
74312.89823,5.543698858,7.957794538,3.22,43906.74417,1518319.641,
70026.92525,6.078591256,8.190954956,3.14,38102.46556,1503552.206,
68524.19436,6.312452422,5.564721388,2.05,48112.39408,1219154.403,
87927.96606,5.586270688,4.7844429,2.13,34724.16282,1276259.018,
74082.02275,6.757647964,6.942989831,2.44,32617.47347,1400496.655,
72245.3376,6.094814233,5.870545006,2.01,25508.78544,1127174.713,
63555.45973,5.223108351,7.528388439,3.16,41839.48396,1251663.851,
74170.66239,5.853493968,6.674787231,2.1,40719.23735,1469354.782,
70005.69443,4.915490826,7.387976068,4.3,25136.21543,946556.2637,
67547.87107,6.524721338,7.381224842,4.18,28131.71902,1150658.595,
61776.61566,6.834478651,8.285496304,3.05,27970.52173,1325819.913,
69200.66427,5.609022494,6.571301756,4.28,31085.32304,1150093.889,
66887.15243,6.032404649,7.397905268,3.35,23806.23576,1009142.338,
83201.02149,6.375424294,7.041855436,5.15,43837.42476,1705276.19,
59944.64516,5.573279881,8.019014599,4.19,28999.12825,829794.8233,
53676.37215,6.017914884,6.709152749,2.31,47027.06248,1046442.634,
64074.96149,5.432982248,6.652975581,4.5,40211.10647,1152269.431,
77324.39733,4.738891648,6.842773256,2.4,32839.90146,1091479.56,
76870.35628,5.359763922,5.892953879,4.32,25655.86712,1039915.341,
55897.31438,3.995153644,7.705864803,5.27,31094.11082,565732.8175,
87765.52423,5.406981272,8.244632763,6.41,39910.33971,1739628.383,
78331.93253,5.892961875,8.489496905,3.27,31032.85907,1442128.732,
74569.85807,3.744902467,5.370162144,2.06,39183.9578,1004124.909,
87314.63582,5.070005756,6.684680096,2.18,25224.64592,1143621.36,
78019.85596,4.618789366,6.180845251,2.25,36689.234,1060241.2,
64432.61434,6.954520829,7.006551311,4.09,50851.06038,1548962.888,
74332.85047,5.284318166,7.518827433,6.35,30212.43884,1056984.182,
74664.33664,7.796604331,6.412060235,3.25,23817.9026,1447353.264,
73406.21728,5.531907671,5.995248573,4.21,38073.5192,1251566.478,
58464.30507,4.964391034,7.410521157,3.26,25157.45429,751969.2117,
61600.92573,4.913081801,6.508818009,2.38,37457.80723,764955.4982,
75155.18265,5.825465356,6.139857974,4.46,51562.59493,1539958.931,
67828.91266,5.616237027,6.251224246,2.32,27127.62794,962747.1639,
50144.73988,6.121600252,7.647020069,3.24,43233.325,1353854.478,
86557.25246,5.016626686,8.720522984,5.25,42757.44428,1850525.573,
87733.86256,5.662564675,6.409772532,3.15,43943.47926,1778411.665,
65846.40694,7.315088749,8.235833085,3.29,22355.22119,1369006.115,
45551.40297,6.91702898,6.441014974,2.48,49839.32178,1197975.085,
89946.9002,6.601665974,8.29257598,4.17,40502.7397,1930143.831,
72792.67074,7.835039543,6.876103638,2.4,34104.36601,1481946.194,
68709.10049,5.99444191,8.583188696,4.38,31659.70025,1347578.53,
87506.73197,5.430800355,4.947302123,3.13,32699.65258,1358646.746,
62862.48802,4.606130739,6.724241154,3.37,37254.69839,931768.0455,
59054.13026,5.350416528,7.019923508,5.24,51384.43323,1205962.995,
45978.39092,5.215220595,8.425840675,3.02,36062.78846,792146.076,
80281.41683,6.213365521,8.32510576,5.27,45424.22353,1618670.884,
65908.73975,5.296992962,6.830251968,3.29,24080.58935,864446.7942,
55930.14482,5.538518713,6.586596188,3.09,24898.73888,662630.3439,
77587.94723,6.13879433,6.819864844,4.37,37280.44201,1485145.661,
62636.8301,5.863607067,5.796622943,3.18,51456.29763,1047226.967,
76142.11983,4.050263913,8.53440979,4,41931.4683,1392793.814,
63524.21761,6.295071682,4.811622635,4.31,48123.70594,943575.1307,
85673.3062,6.592507214,6.368278688,2.14,33110.5602,1793398.718,
49268.37307,6.269166301,8.091053212,6.44,41349.04041,881273.1168,
87978.41434,8.157806215,7.657627412,5.11,39586.43071,2138713.943,
78785.27727,6.60606667,6.533764769,2.12,33603.48416,1540869.872,
79271.90498,8.369497314,6.559628742,3.5,28904.21789,1707650.436,
62755.45277,6.109440991,6.79627685,3.07,41525.3777,1025705.134,
81944.65491,6.065352411,6.913781564,4.46,34262.32384,1541186.254,
67384.00037,7.224280911,7.809918772,6.43,48918.05536,1930344.449,
67282.57297,5.997033358,7.746836473,4.44,42768.9123,1481146.95,
57869.98449,5.13588336,6.232450675,3.13,44474.70188,1099725.283,
64967.78483,7.054468389,7.316483227,3.26,28164.22161,1190867.437,
69700.74131,6.570369194,5.335758659,4.37,21934.89864,1070318.815,
74490.63924,5.408652545,8.457362267,4.1,35563.45613,1358213.906,
54827.03231,7.042026516,7.844325517,6.01,45027.11401,1198725.487,
74369.6686,6.840974542,8.225972138,3.27,45991.85697,1774715.484,
81357.86976,6.09113683,6.464254235,3.5,51019.21242,1538903.993,
73185.62021,5.814261735,6.967134875,4.5,54680.64442,1462360.601,
53526.93343,4.581133357,6.426074813,3.1,51611.11364,953261.9162,
64736.28408,6.863400475,7.010253183,3.15,47717.13619,1427108.501,
68488.61746,4.742984602,7.445724233,4.03,28298.49476,769576.8637,
49424.26712,7.05347343,5.110956386,2.27,18656.64243,668255.4804,
62032.95947,5.235210947,7.083483134,4.39,25267.10761,800809.1317,
64506.79006,6.384603897,7.5514293,6.07,41521.43993,1427202.279,
51178.14802,6.591952428,6.988851757,3.1,31822.06604,783566.3279,
64290.20571,3.648545707,7.368073057,3.44,54157.29516,949072.2496,
61482.24479,7.090474728,8.101403538,3.06,50245.27162,1693591.835,
70130.56063,8.195316829,9.570048159,4.07,26794.25502,1675557.271,
84923.39536,7.203931668,6.363733643,4.35,43231.6173,1943359.768,
63233.73313,4.920192289,6.528068683,2.37,49272.461,1106261.274,
53776.63203,6.765543807,5.945896722,4.24,29324.00264,978766.9139,
67125.14983,4.96994317,7.639188434,5.37,22651.11135,997827.2538,
66007.93861,6.353734757,5.185860953,4.02,45399.55912,1062206.321,
64838.4929,6.437157062,8.699543873,4.02,32921.01007,1382172.294,
83889.43598,6.531948057,5.921215989,4.5,17957.86337,1281741.163,
78846.27009,6.723852343,7.647121762,6.1,41261.18878,1592664.7,
72556.20088,5.382984046,7.245610106,6.42,31487.03672,1247557.695,
62069.76279,5.535626528,7.347449707,3.35,27098.84396,779207.5546,
88697.61952,4.735162617,6.602560307,3.48,29935.90416,1222760.858,
57216.21282,6.855447634,8.234530691,6.32,35046.01314,1380715.315,
53712.14081,4.229270472,6.875062831,2.38,31913.69653,704884.1544,
77330.79471,5.93523864,5.78641233,3.45,49571.1057,1530480.688,
66556.38765,6.321891117,8.369451056,4.21,45325.65586,1780415.438,
74864.37031,6.337004614,8.035623147,6.21,46250.65372,1709667.189,
62561.56095,4.727889358,7.928356117,3.23,37446.16768,852565.6269,
77821.62437,5.259911725,6.660626274,2.36,33932.54516,1185310.267,
79579.993,5.805388791,8.692723427,6.08,43214.76502,1795093.034,
69923.34867,4.095953719,5.932069891,4.49,45202.13987,956241.9913,
63879.68073,4.877193259,7.117112139,4.39,56266.97406,1224454.547,
59154.68474,4.486941357,5.936286875,2.49,26567.50608,552279.214,
52835.26226,7.741143614,7.520857506,5.28,34537.001,1186357.179,
63750.37363,7.378244345,8.791163731,3.4,47248.05759,1582261.701,
81741.63202,5.488727065,7.874564489,5.25,29755.50821,1478028.174,
77594.60276,6.547168411,7.015781826,5.35,24293.63308,1386306.103,
79843.14633,5.775992038,7.304337593,3.24,42452.94119,1424786.509,
77081.68075,3.644175062,7.197069085,6.42,40080.43542,1206937.316,
70713.64043,4.817919945,7.773536289,5.22,29436.45405,1209287.535,
63797.99896,5.750618205,6.860745166,2.38,26626.53416,1029869.764,
45914.01122,4.897860862,6.119878765,4.16,26309.23832,300464.0987,
88190.46896,5.149776773,6.769516686,2.1,25177.48795,1294278.118,
72010.79507,5.648822124,8.100920819,6.43,16376.64122,1251757.193,
52420.52553,7.326976844,6.010627933,4.29,39766.41957,1128403.366,
74748.15451,5.429629503,7.424722959,5.43,36071.7552,1363669.069,
80913.46083,5.562565511,7.143813449,6.25,30034.33954,1177744.973,
59480.04567,5.205825325,7.748963785,4.33,43703.77758,980274.0699,
80951.28339,5.450699153,6.323822116,4.14,38990.80712,1524115.891,
63856.3085,7.456390109,6.844399336,3.41,31114.8974,1311902.534,
74727.88857,5.793124435,7.124513456,5.11,27639.05883,1119992.619,
78095.35263,6.837193059,7.119862076,3,32346.43499,1538922.903,
69689.6297,4.065513078,6.311314926,4.46,27438.68941,843633.1982,
54973.19372,5.426987047,7.136285579,5.45,40412.72218,903301.9933,
62571.35286,5.945193547,7.176352932,4.37,41465.11563,1161995.728,
69370.93005,5.140142495,4.658690271,3.42,33732.46287,733299.7945,
82415.25237,7.050921403,6.456360286,3.08,46297.58121,1837930.801,
52864.75931,5.994728233,7.852066885,3.16,39156.98102,962028.7008,
65855.86324,6.564119268,7.709617653,6.4,45528.53724,1477765.148,
61310.28003,7.951206605,7.13125578,4.39,33201.05371,1419345.607,
39411.65279,4.385844659,7.047435339,4.44,45851.3983,539483.3966,
77265.7483,5.387078609,7.600015977,3.46,21558.37575,1097701.943,
74777.76433,6.338634231,6.650801681,2.2,30013.29805,1412274.486,
67474.2798,3.278227596,7.938421221,4.12,34971.53955,1013443.438,
68848.19668,6.778112479,6.085627686,4.16,25880.41441,893919.0388,
66148.03832,6.326840293,6.842533838,4.14,31574.41047,1234531.601,
63595.95836,6.124785472,6.682731041,3.22,19345.40638,864702.9339,
60741.56973,6.252128678,6.715733778,4.38,24534.37105,977024.1102,
73540.62894,4.421746778,7.049997801,5.24,39756.36603,936148.5119,
74633.9417,5.745854007,5.627387829,3.4,30600.60461,1056976.975,
62016.68605,5.762634689,7.791948979,3.45,35750.28631,1040607.312,
84249.8608,5.862843292,6.160323135,4.14,44571.37813,1641101.519,
44247.14904,6.453832512,6.166052316,4.38,22011.94593,503065.5056,
59473.98832,6.926414489,7.772294448,6.19,41215.29823,1296146.939,
67839.38147,6.902937655,6.927319958,3.46,26377.26824,1164209.619,
62972.00399,7.161397225,4.626558167,2,33869.89954,999814.8898,
61162.58025,5.896315848,7.880521416,6.04,36033.70143,1060897.689,
87472.25699,5.543774149,7.340992379,3.32,48306.7974,1848633.724,
48692.97596,4.597834172,6.25906992,3.02,36239.39412,617157.9103,
67858.50166,4.948624044,6.228655544,3.34,29708.75808,857697.1255,
72332.05826,5.744597578,6.869613492,4.41,45804.32891,1253434.398,
80775.9033,6.148563983,7.744385348,5.29,26601.55793,1635092.433,
75151.10555,7.299214839,6.596280173,3.3,32032.14109,1524845.422,
62095.03681,5.954461825,4.707758996,3.24,36183.2878,763869.6667,
75759.48996,5.254822469,7.510711574,4.11,46188.16509,1376637.506,
64374.30729,8.389992287,7.063085614,6.23,23251.0467,1244440.135,
48147.87075,5.972172601,7.877403593,6.44,32050.57593,693931.5015,
64127.44061,5.611310138,6.992732532,2.25,42628.71074,1277744.739,
83921.90733,5.525295192,6.821687363,4.06,39569.83006,1539329.319,
54617.88615,6.234743605,6.782860704,2.18,29613.844,903881.6639,
45493.20843,7.381580819,7.266475345,3.2,38938.2712,896944.2443,
72780.15123,5.259416171,5.725266904,2.48,44953.52365,1184758.842,
96395.3218,5.460823005,7.52809801,6.5,35036.19213,1731437.416,
47467.42392,5.821678083,7.015252974,3.33,37341.62134,762144.9261,
61807.48493,5.60685891,8.203353428,5.46,44586.72495,1270905.02,
54794.42399,5.625066678,8.00318507,4.21,39385.6836,1000043.903,
94923.40619,5.70927131,8.039282316,3.3,43818.81314,1967637.287,
62058.50246,7.030593803,6.175147479,3.23,28954.49749,1114779.247,
46952.22944,6.061124984,5.728597316,4.24,31628.22805,671661.7134,
67003.62956,6.505040047,7.406529543,3.02,28464.33389,1214986.886,
87835.27161,4.302756122,7.458554034,3.39,16250.76883,1053236.6,
73433.62623,7.107788624,6.227752216,2.05,44544.23046,1515005.384,
70124.38688,6.740554121,7.346570952,6.32,51673.96267,1732196.217,
84366.24462,4.750904287,7.865276959,5.27,43445.0159,1587122.369,
60343.59941,7.827794857,7.267249766,4.38,24199.05275,1184893.56,
71308.86039,5.806519014,8.598246883,3.25,22710.19219,1314348.699,
65430.97914,4.324962702,7.200581808,4.41,33320.39672,717825.3597,
73591.48889,5.430302262,6.747876001,2.5,51662.31774,1441736.761,
52805.83596,7.460307854,6.799866021,4.48,37161.1126,1119542.311,
58187.0494,6.084778056,7.256935779,4.08,31551.86373,850977.0123,
70506.22247,6.067423246,7.947610774,3.14,44706.71849,1655466.736,
77412.45431,7.264613698,7.067327828,4.29,33258.83439,1641739.518,
65087.71793,6.684347864,7.456185045,3.45,40283.24977,1369976.501,
72547.04742,5.606278582,7.046825652,3.32,39218.75914,1465835.843,
78864.05341,6.378901779,7.348649923,3.3,50194.10811,1789334.851,
67335.75773,6.785460273,7.377845327,6.26,10311.00139,863297.1767,
79552.39015,5.191222752,6.537351508,3.32,50113.83691,1425366.413,
89089.43207,7.146246355,9.179993536,5.29,49782.15207,2271112.744,
67110.33438,7.197138761,7.236402011,6.1,31998.76325,1370699.722,
80778.90088,6.484438121,6.386486309,3.16,34431.16874,1566740.128,
76624.14812,5.074271516,6.265051496,4.17,47039.09365,1436995.2,
80011.58352,6.448675361,6.489267832,2.49,26576.39199,1345962.955,
70472.79238,6.010153598,6.110191694,3.24,34894.15883,1265180.909,
57456.99716,5.378244758,7.857343016,6.22,37378.95089,1061222.537,
80000.76417,5.612801653,5.91001256,3.17,42245.4464,1383967.463,
66387.6838,5.677748504,7.788138382,5.22,22552.53591,1051519.066,
64699.39397,6.848939033,6.956937821,4,49083.66618,1550359.548,
84777.30248,5.421143531,6.079424489,2.22,42038.80335,1375057.083,
81196.61131,6.865788207,7.181116046,3.01,49574.70781,1882978.9,
60690.71865,7.5960077,7.021787448,3.42,35528.50391,1274053.64,
72000.91793,7.16654825,7.869974067,3.13,27699.04897,1426434.644,
51144.77077,6.748781492,6.767066347,4.04,39369.30084,913587.0974,
57683.84762,6.557164042,7.060080868,4.3,43348.48868,1116730.867,
63759.0507,6.13572675,7.614217985,6.23,35071.99599,1226586.921,
68615.76709,8.76478554,6.122465225,2.47,51791.80812,1836978.483,
66823.4329,7.52333072,6.142730956,4.29,30852.29111,1452153.849,
67564.16592,6.701112226,8.039700873,5.16,21880.05031,1294750.368,
68008.61543,4.357088276,7.879544727,5.41,28908.08678,1059870.965,
73715.42371,6.210744515,7.983172003,3.09,45540.93836,1615346.75,
50813.70267,7.161978239,5.942275646,2.1,30767.31362,1107692.003,
83814.10116,8.571796672,7.392164066,3.39,51538.0568,2330289.701,
51666.77275,7.730949556,7.55757585,3.45,41926.02443,1116193.293,
69236.93433,5.816532436,5.861133737,4.18,39399.93645,1072253.834,
81099.57815,6.433839889,7.13508385,4.33,29780.17308,1626941.788,
59303.82319,6.930752508,9.098979835,3.44,43609.46243,1669681.231,
69610.9725,4.137278576,5.627663434,4.04,39210.48262,806121.8394,
77402.40158,5.648700181,7.856053644,6.14,39351.01562,1680252.737,
73386.40734,4.96635994,7.915452714,4.3,38413.49048,1186441.756,
70961.58131,8.598382722,6.185950711,2.02,38251.81217,1766248.403,
81181.5688,6.636742301,8.201423572,5.27,26690.70991,1641055.939,
57272.32797,7.577254753,6.59669477,2.07,30099.39506,1120894.804,
58871.79001,8.174270417,7.074322473,5.16,25091.82355,1325706.901,
74029.34982,6.618516283,6.414579249,4.31,36360.2738,1593347.849,
56849.22111,4.043752332,6.78153687,3.19,43522.68518,605073.4908,
73587.04646,5.944492108,6.53014678,2.3,25271.93098,1064509.523,
49728.43703,5.844846445,7.531572717,3.19,37608.67975,872365.8799,
60631.11084,5.956718133,7.628030848,3.11,40928.28419,1117741.757,
78404.3633,7.066791632,6.858624507,3.03,49398.25748,1935172.995,
86611.17802,4.849506719,8.303301694,3.01,45359.02795,1668670.656,
58914.48624,6.590092351,6.311064909,2.46,35282.71403,1072704.89,
75867.02443,5.539850454,8.061729885,4.18,56294.43444,1914746.582,
66581.57483,5.419607067,5.884307666,3.25,18230.51893,839194.0689,
62820.17908,7.63974101,7.681443787,6.07,23734.16959,1285157.87,
69711.90393,6.073168346,8.090746781,3.45,36291.1452,1433614.967,
82710.58982,6.236986667,5.086433684,4.43,44768.68811,1459342.887,
58828.04163,7.236786459,8.749000788,6.08,44277.30064,1652845.981,
53161.83239,4.879253961,8.678774415,4.07,30535.2556,725830.602,
79361.02651,4.572241077,6.866564918,3.23,53875.28901,1378863.688,
58325.69569,6.30432228,7.299320698,6.31,31256.22333,1003941.929,
55772.89874,5.641007686,6.826893598,2.07,41638.65687,729882.6249,
71893.42934,5.826870236,7.103995531,3.39,40364.19315,1270047.528,
75922.88558,6.689121255,6.341246108,2.16,49458.66507,1695706.132,
54648.28607,5.531123591,8.46138084,4.09,20270.54195,714822.5872,
71857.57141,6.425892565,6.225548367,4.05,52563.97982,1462899.031,
67424.18822,5.367615821,7.601754384,6.11,32412.84314,1127260.126,
70564.86258,5.146618085,6.59799426,4.5,38376.46825,1014226.299,
74237.26128,4.663506201,4.705015387,4.35,37651.01453,852982.5644,
58004.2709,5.174346635,8.327776474,6.36,29182.7206,830286.7066,
101928.8581,4.82958619,9.039381544,4.08,22804.99194,1938866.49,
55809.49459,6.854522409,6.330243408,4.2,49001.90125,1247645.41,
48357.06347,4.727645965,7.98951567,3.03,45206.72551,813415.1281,
65017.74563,5.000504143,5.945759611,2.37,26910.32075,679373.4015,
66949.0012,5.494535087,5.945900039,3.18,30323.73988,814879.2063,
82848.55863,5.729198183,6.281916393,4.47,40338.11037,1489540.135,
65851.26289,6.517096671,7.181912393,5.09,36110.06309,1468738.755,
93579.11668,5.821447363,6.490128894,4.49,38977.93739,1859883.661,
76114.15936,6.769699197,7.32160966,5.02,42601.8153,1558758.796,
84289.795,7.762059263,7.946184619,4.09,42768.4581,2120888.345,
57715.53989,5.549062595,7.648730581,5.16,19844.17257,790598.827,
85825.85915,6.614755417,6.25590011,3.36,13983.30125,1137465.336,
62765.29405,7.678891205,7.459908516,4.08,22272.18604,1369753.282,
70205.72154,5.83835012,8.657342635,5.37,26973.43343,1433221.122,
66595.66324,4.786484164,7.476142093,3.16,42385.40082,1373048.099,
64303.64009,5.626372535,6.583251654,3.42,20214.598,941950.5795,
57358.62333,7.353131745,7.096839816,3.14,22061.58541,948279.9394,
74216.12905,6.038763092,7.004803041,3.28,45068.59934,1365036.084,
68503.48554,4.403549081,8.419559831,4.42,34699.25818,1289082.363,
55481.28674,5.733547356,9.699773329,3.46,42179.67004,1398979.249,
75265.99827,8.312847295,7.494591244,5.33,13108.01789,1559678.613,
68854.09085,6.745795742,8.194305101,5.23,37482.54576,1485677.064,
74854.10011,4.604998734,7.679230572,4.06,50538.01354,1553592.98,
54634.31766,5.743186901,8.04578157,6.3,41564.0063,1179278.094,
57098.2024,8.172130124,5.759739522,2,42721.28569,1262465.989,
68035.56212,6.487102994,8.810883649,4.06,34174.74428,1663509.393,
63128.60652,5.459418735,6.953525108,3.02,39536.8097,930011.5709,
62937.04797,6.171802299,8.931184559,3.14,38082.48344,1584167.851,
82915.91143,7.078994202,7.882700548,5.2,50445.64737,2185480.091,
70138.53362,6.459764363,6.844556793,4.05,44684.73719,1529028.714,
75611.47181,5.692877721,7.174165695,6.18,22047.19911,998240.8508,
42822.3111,6.612989198,4.993759778,3.34,29670.20231,513215.9882,
60145.23086,7.349184292,8.012062753,5.19,25198.78667,1136448.409,
87853.8483,6.524727389,7.571808331,6.43,42302.261,1898668.844,
66392.57099,5.380618603,8.023288282,5.13,26623.18416,1255576.273,
58204.22309,6.301814027,7.375616033,5.41,46663.40274,1367641.27,
88244.61487,6.548375433,8.765481292,3.36,25791.99499,1788285.239,
68737.59871,4.50065575,8.450083754,6.18,34216.69172,1230363.234,
56423.03428,4.670846603,8.109865287,3.03,40155.74285,1000216.858,
66678.06217,3.90784119,7.496088659,5.02,23031.17032,587007.8442,
71517.01424,7.90559502,7.731386357,5.02,40239.28257,1734373.044,
66097.62203,3.979496081,6.15177134,4.19,37467.59631,762167.2533,
76423.31757,7.561878816,7.672937209,5.25,24402.23731,1532845.723,
72660.15764,5.447651333,6.130976571,4.39,48711.5547,1243501.651,
92787.28248,5.193719807,6.825129553,2.24,36590.45042,1628878.094,
78535.64072,7.036043262,7.111496767,3.33,44280.07606,1767330.934,
58110.57429,5.87836948,6.825453188,2.41,49355.97879,1308752.504,
71614.59305,6.357683901,8.339420059,4.38,29922.1702,1311681.42,
76813.78015,6.97543555,6.914477692,3.11,31822.48585,1567368.285,
73508.35912,6.27170472,6.772989767,3.49,34894.57633,1126821.109,
63805.7006,7.120304395,5.907901094,4.35,48433.82079,1473761.532,
67651.53322,6.307915969,6.29716031,4.42,50823.45978,1366000.57,
69086.60579,5.649168399,9.079234562,6.41,39890.29704,1677612.442,
93822.30848,7.307595976,6.739136455,3.39,28555.78775,1789973.205,
89808.62859,6.99119997,8.428816539,3.19,30847.09161,1961715.867,
64896.62337,5.746925014,4.713907065,2.01,33201.07787,673225.1119,
61853.86388,7.216355831,7.672624694,3.5,23811.23365,1230391.468,
64205.8632,5.608289646,6.107278834,2.28,48649.61039,1124818.114,
74872.36119,6.743717223,7.129029836,3.17,20068.15522,1090996.143,
81980.58906,5.625005408,8.456793269,3.33,41393.59402,1570154.414,
52801.97917,5.869786444,6.175532974,3.18,21518.04492,685123.1393,
54510.2001,5.052580013,8.723667665,4.15,20211.43699,845553.3695,
61868.60746,5.787124106,4.774978251,3.17,34967.07563,974805.9937,
63655.18163,7.537023749,7.29278248,3.17,16409.11628,1247660.99,
86031.51275,5.293498422,7.372989952,5.16,35417.76965,1381417.25,
72748.51296,6.879262946,8.783143977,6.28,40137.50244,1726364.398,
61839.76786,7.740112579,5.937846802,3.24,26064.82032,961539.0599,
76519.68207,6.455825141,6.6449069,2.17,28961.42776,1359978.16,
76774.85779,6.232921557,6.396693318,2.05,34313.8277,1384466.437,
76659.74948,5.901324628,7.0392267,6.37,41717.72069,1531447.285,
71371.43363,5.969905376,5.298417823,3.38,52265.60116,1418595.727,
83460.87131,5.736539506,6.980713061,2.43,31385.46298,1476386.996,
74740.73288,5.625513375,5.78726116,4.36,29954.61762,1168355.32,
70229.01584,6.660558254,7.642843664,6.25,28829.00883,1222701.012,
72950.86354,5.320368742,5.112099012,4.27,38711.03466,987447.7775,
58515.94609,5.954475954,6.322715919,4.43,33776.47845,982790.871,
52207.44393,5.273512348,7.451826651,5.06,21095.58569,527749.4039,
72821.24766,6.480819122,7.116655028,5.33,40594.0593,1391232.527,
66250.31669,4.858519689,7.758691601,3.08,24201.75308,1094321.883,
74275.50405,6.001426337,8.494696638,6.32,38535.72643,1610217.177,
81167.4411,8.1006516,6.340960207,4.5,28713.96202,1768705.125,
56119.33253,7.809405065,7.372744223,4.4,36041.27531,1236258.08,
84998.45891,5.898870691,6.25899478,3.5,28623.41032,1329007.203,
69604.42775,7.006155746,7.568819656,6.37,40684.07772,1704126.876,
70775.43488,6.131732514,6.909074636,3.2,40561.29711,1321888.268,
66236.84056,6.856135081,5.066614326,3.22,38906.85736,1113936.638,
57451.86827,5.116175663,7.945878305,5.08,38532.98003,1043628.37,
66293.8844,6.839681373,7.328415491,6.13,48877.50097,1663653.71,
69100.99031,4.272456648,6.248338851,2.29,46139.13676,969678.5673,
75729.76555,5.580598537,7.642973331,4.21,29996.01845,1183014.509,
58599.6156,5.666214458,7.067574669,3.43,26569.65872,957814.6031,
59498.07937,5.522134705,7.429202325,3.43,25401.10188,912891.6806,
72409.66649,6.1166841,8.47291577,6.33,40605.96743,1479758.318,
69316.79689,6.300408888,7.873575892,4.28,24448.21146,1431507.623,
68656.90677,7.354457916,8.78790783,6.36,43833.85344,1747911.496,
71240.25164,5.924127417,8.885191793,5.09,42566.50177,1563083.336,
73223.9423,5.085558366,7.706760787,6.14,41113.00677,1425745.297,
60968.33291,5.925172881,5.758391006,4.29,28483.81174,804453.8698,
65935.61261,5.073181886,8.261632226,4.16,36262.4269,1060440.596,
62773.52098,4.496843653,6.803529579,4.06,41389.36487,954737.1411,
69304.57095,5.331355553,7.310473469,3.4,29465.99961,1152604.142,
73218.99741,4.417082516,5.876852141,4.19,31619.5817,955943.809,
63787.53635,4.643253525,6.007780226,3.25,22449.534,433247.1566,
76613.08008,7.393603183,7.34670366,5.5,43250.98997,1718876.795,
64461.39215,7.949614163,6.675121348,2.04,34210.93608,1236874.809,
41533.01296,6.853578269,5.055628639,4.24,31685.40269,682200.3006,
79575.64154,4.970709348,5.850243433,4.04,31050.10281,1141916.525,
82185.4699,5.219917755,5.343181926,4.19,29258.98876,1162735.272,
69853.42418,7.224586621,7.867622397,6,41913.6369,1681340.635,
51519.61854,6.94474747,5.543896647,4.13,43258.6446,945981.5296,
48616.85537,7.080939775,6.843022938,4.45,29770.08343,854045.0138,
63324.58162,7.725265633,6.213020579,4.42,43281.57274,1372994.29,
65016.22381,2.644304186,8.306304082,6.05,15902.58202,414571.2229,
76855.86579,4.740995838,6.091630777,2.37,45388.31358,1240319.692,
75302.08258,6.75932479,7.822847038,4.48,42382.75153,1640646.67,
69438.70006,6.119530257,7.403375101,4.48,57775.26139,1537335.897,
75764.20019,4.837669717,6.592119906,2.38,36712.20014,1337966.927,
68814.92561,5.42843466,5.486194341,3.2,42285.98468,1085113.451,
60912.31622,6.313147371,6.298966339,4.21,20915.81605,905328.7691,
41007.45867,5.305041691,6.033643138,3.39,39526.56631,494742.5436,
61949.88399,6.108984095,6.454836099,2.34,42092.88416,1237360.718,
67421.66705,4.638742025,7.664160226,6.04,20167.03999,864899.485,
68428.39428,5.266863096,6.140596673,3.22,31074.12492,1002192.582,
61839.6479,5.677800695,6.662371844,4.48,17244.97025,800110.1189,
62835.25696,7.095849854,7.156463409,5.16,50097.95083,1410331.825,
72485.19746,4.205495168,5.706925272,2.45,43134.03806,1036382.766,
60945.7218,4.781651489,5.628334764,3.08,34162.95673,437146.0204,
83729.79177,4.403196998,5.213234052,3.19,12906.25485,624432.966,
57605.79912,7.409833867,5.637925148,2.33,49411.4113,1179440.832,
75358.4826,8.991399331,7.282679841,3.2,21319.9943,1740404.967,
53927.41281,4.528065613,5.675535153,3.35,37875.55012,706135.1446,
60776.38714,6.855932512,5.572610331,3.5,28318.75042,870252.411,
69648.51395,5.444737202,6.960605519,3.17,36038.95905,1106149.686,
59295.68011,4.730911869,8.0911663,4.44,46784.53859,1192677.55,
97548.31041,5.460972751,6.609395871,2.5,39089.41571,2026303.098,
61688.68294,6.842834633,8.335806592,6.15,35552.99118,1311473.323,
72469.54178,5.606394944,8.044576292,3.07,27227.81339,1123386.531,
76048.37232,6.642756994,7.658408706,6.43,22469.52253,1205750.232,
79186.45041,6.218852677,9.047861281,6.38,17840.11679,1582140.06,
49220.03779,5.396988245,6.110021469,2.33,46981.9261,573434.6642,
